FIPS,State,County,POP_2009,Per_Cap_2009,Personal_income_2009
26161, MI,Washtenaw,343520,40956,14069083
26163, MI,Wayne,1837536,31402,57701908
26165, MI,Wexford,32658,27268,890505
27001, MN,Aitkin,16168,28208,456063
27003, MN,Anoka,329635,37230,12272148
27005, MN,Becker,32407,33097,1072563
27007, MN,Beltrami,44226,30000,1326764
27009, MN,Benton,38418,32230,1238207
27011, MN,Big Stone,5285,36979,195434
27013, MN,Blue Earth,63565,32274,2051483
27015, MN,Brown,25890,37171,962345
27017, MN,Carlton,35269,31679,1117293
27019, MN,Carver,90242,49242,4443704
27021, MN,Cass,28483,33368,950407
27023, MN,Chippewa,12360,38485,475678
27025, MN,Chisago,53526,34517,1847536
27027, MN,Clay,58351,32854,1917068
27029, MN,Clearwater,8645,28850,249412
27031, MN,Cook,5203,37450,194853
27033, MN,Cottonwood,11632,35205,409506
27035, MN,Crow Wing,62307,32677,2036023
27037, MN,Dakota,396906,43503,17266519
27039, MN,Dodge,19921,35699,711167
27041, MN,Douglas,36076,38583,1391906
27043, MN,Faribault,14651,39396,577187
27045, MN,Fillmore,20921,34812,728294
27047, MN,Freeborn,31313,34137,1068920
27049, MN,Goodhue,46035,37962,1747587
27051, MN,Grant,6022,37307,224665
27053, MN,Hennepin,1146721,52321,59997225
27055, MN,Houston,19051,36892,702834
27057, MN,Hubbard,20389,29964,610936
27059, MN,Isanti,37809,31954,1208132
27061, MN,Itasca,45066,30805,1388266
27063, MN,Jackson,10276,38918,399919
27065, MN,Kanabec,16294,28211,459677
27067, MN,Kandiyohi,42058,38457,1617420
27069, MN,Kittson,4561,37733,172100
27071, MN,Koochiching,13276,32744,434712
27073, MN,Lac qui Parle,7302,41338,301852
27075, MN,Lake,10872,34517,375264
27077, MN,Lake of the Woods,4043,35016,141569
27079, MN,Le Sueur,27730,34742,963387
27081, MN,Lincoln,5892,34865,205424
27083, MN,Lyon,25768,36621,943652
27085, MN,McLeod,36662,34574,1267559
27087, MN,Mahnomen,5357,26456,141724
27089, MN,Marshall,9478,34508,327068
27091, MN,Martin,20790,37206,773512
27093, MN,Meeker,23298,31728,739198
27095, MN,Mille Lacs,26127,29983,783374
27097, MN,Morrison,33156,30500,1011270
27099, MN,Mower,39023,35414,1381979
27101, MN,Murray,8771,41856,367116
27103, MN,Nicollet,32546,35325,1149702
27105, MN,Nobles,21318,33751,719508
27107, MN,Norman,6815,33969,231498
27109, MN,Olmsted,143521,42078,6039136
27111, MN,Otter Tail,57333,33383,1913969
27113, MN,Pennington,13873,36539,506904
27115, MN,Pine,29655,26722,792431
27117, MN,Pipestone,9624,37820,363975
27119, MN,Polk,31423,34903,1096752
27121, MN,Pope,11034,34048,375689
27123, MN,Ramsey,506590,40162,20345701
27125, MN,Red Lake,4130,32033,132297
27127, MN,Redwood,16011,41034,656993
27129, MN,Renville,15832,38245,605498
27131, MN,Rice,63859,32196,2055990
27133, MN,Rock,9652,36046,347920
27135, MN,Roseau,15836,33415,529157
27137, MN,St. Louis,200198,35009,7008666
27139, MN,Scott,128530,42754,5495229
27141, MN,Sherburne,87880,33797,2970056
27143, MN,Sibley,15140,35302,534478
27145, MN,Stearns,149696,33309,4986156
27147, MN,Steele,36684,35848,1315042
27149, MN,Stevens,9735,36986,360057
27151, MN,Swift,9827,33485,329060
27153, MN,Todd,24839,30161,749165
27155, MN,Traverse,3600,39513,142248
27157, MN,Wabasha,21734,35018,761079
27159, MN,Wadena,13825,28595,395323
27161, MN,Waseca,18639,34997,652307
27163, MN,Washington,235684,45958,10831620
27165, MN,Watonwan,11171,32375,361657
27167, MN,Wilkin,6563,39844,261498
27169, MN,Winona,51422,32792,1686242
27171, MN,Wright,123320,35715,4404321
27173, MN,Yellow Medicine,10437,37770,394201
28001, MS,Adams,32305,28074,906931
28003, MS,Alcorn,36868,25848,952973
28005, MS,Amite,13171,25117,330820
28007, MS,Attala,19611,27136,532173
28009, MS,Benton,8689,22095,191981
28011, MS,Bolivar,34450,28524,982661
28013, MS,Calhoun,14940,23420,349891
28015, MS,Carroll,10604,25970,275390
28017, MS,Chickasaw,17439,25819,450265
28019, MS,Choctaw,8576,23031,197518
28021, MS,Claiborne,9822,26557,260841
28023, MS,Clarke,16671,28299,471765
28025, MS,Clay,20804,28207,586817
28027, MS,Coahoma,26257,27492,721860
28029, MS,Copiah,29484,26592,784024
28031, MS,Covington,19516,27507,536832
28033, MS,DeSoto,159706,31714,5064849
28035, MS,Forrest,74863,29968,2243481
28037, MS,Franklin,8112,26060,211398
28039, MS,George,22280,27273,607632
28041, MS,Greene,14449,20238,292419
28043, MS,Grenada,22036,28829,635267
28045, MS,Hancock,43471,32544,1414714
28047, MS,Harrison,184930,33471,6189866
28049, MS,Hinds,244474,32585,7966277
28051, MS,Holmes,19461,23377,454948
28053, MS,Humphreys,9517,25122,239086
28055, MS,Issaquena,1443,23443,33828
28057, MS,Itawamba,23329,25789,601636
28059, MS,Jackson,139176,33385,4646409
28061, MS,Jasper,17344,28122,487743
28063, MS,Jefferson,7842,25314,198511
28065, MS,Jefferson Davis,12553,25040,314326
28067, MS,Jones,67443,31326,2112704
28069, MS,Kemper,10526,21927,230801
28071, MS,Lafayette,46712,30250,1413041
28073, MS,Lamar,54197,30296,1641961
28075, MS,Lauderdale,80275,30295,2431939
28077, MS,Lawrence,13054,27418,357914
28079, MS,Leake,23790,22386,532559
28081, MS,Lee,82436,31125,2565839
28083, MS,Leflore,32508,27640,898508
28085, MS,Lincoln,34877,29478,1028117
28087, MS,Lowndes,59663,29561,1763689
28089, MS,Madison,94071,46365,4361627
28091, MS,Marion,26979,25175,679209
28093, MS,Marshall,37231,24536,913490
28095, MS,Monroe,37258,26330,980999
28097, MS,Montgomery,10948,26589,291094
28099, MS,Neshoba,29694,30966,919491
28101, MS,Newton,21790,27696,603505
28103, MS,Noxubee,11646,24197,281795
28105, MS,Oktibbeha,47400,26244,1243973
28107, MS,Panola,34768,25087,872221
28109, MS,Pearl River,56085,29758,1668961
28111, MS,Perry,12206,25187,307433
28113, MS,Pike,40332,26096,1052497
28115, MS,Pontotoc,29770,24959,743019
28117, MS,Prentiss,25553,24286,620586
28119, MS,Quitman,8336,22945,191270
28121, MS,Rankin,140634,35738,5025991
28123, MS,Scott,28101,24855,698451
28125, MS,Sharkey,5076,23194,117735
28127, MS,Simpson,27512,28769,791506
28129, MS,Smith,16520,26783,442453
28131, MS,Stone,17408,26133,454915
28133, MS,Sunflower,29574,24094,712555
28135, MS,Tallahatchie,15266,22323,340783
28137, MS,Tate,28509,27779,791964
28139, MS,Tippah,22171,24742,548556
28141, MS,Tishomingo,19552,24582,480618
28143, MS,Tunica,10862,26625,289197
28145, MS,Union,27070,25238,683199
28147, MS,Walthall,15505,22948,355809
28149, MS,Warren,48548,32288,1567510
28151, MS,Washington,51565,28447,1466893
28153, MS,Wayne,20763,26748,555376
28155, MS,Webster,10164,28230,286925
28157, MS,Wilkinson,9994,23383,233692
28159, MS,Winston,19211,25703,493784
28161, MS,Yalobusha,12827,24560,315032
28163, MS,Yazoo,28201,24034,677778
29001, MO,Adair,25577,28015,716545
29003, MO,Andrew,17036,36279,618042
29005, MO,Atchison,5781,42748,247128
29007, MO,Audrain,25628,31249,800839
29009, MO,Barry,35640,28913,1030450
29011, MO,Barton,12454,30205,376168
29013, MO,Bates,17044,30955,527598
29015, MO,Benton,18996,27939,530729
29017, MO,Bollinger,12412,25899,321456
29019, MO,Boone,160565,38008,6102770
29021, MO,Buchanan,89233,31587,2818587
29023, MO,Butler,42683,30833,1316057
29025, MO,Caldwell,9365,28590,267745
29027, MO,Callaway,44041,30846,1358482
29029, MO,Camden,43762,29908,1308816
29031, MO,Cape Girardeau,74927,34756,2604174
29033, MO,Carroll,9314,38863,361967
29035, MO,Carter,6138,27844,170904
29037, MO,Cass,98835,35405,3499293
29039, MO,Cedar,13964,26719,373107
29041, MO,Chariton,7767,38992,302847
29043, MO,Christian,76309,30336,2314913
29045, MO,Clark,7111,28821,204946
29047, MO,Clay,219669,40205,8831732
29049, MO,Clinton,20765,32796,681017
29051, MO,Cole,75408,37982,2864136
29053, MO,Cooper,17564,29482,517820
29055, MO,Crawford,24802,26583,659309
29057, MO,Dade,7885,26364,207879
29059, MO,Dallas,16816,24198,406921
29061, MO,Daviess,8382,29954,251073
29063, MO,DeKalb,12825,23325,299145
29065, MO,Dent,15544,28061,436187
29067, MO,Douglas,13793,21450,295860
29069, MO,Dunklin,31977,29511,943683
29071, MO,Franklin,101422,33773,3425282
29073, MO,Gasconade,15204,30793,468182
29075, MO,Gentry,6740,35329,238116
29077, MO,Greene,274013,34866,9553812
29079, MO,Grundy,10215,30316,309679
29081, MO,Harrison,8987,32027,287826
29083, MO,Henry,22277,34017,757790
29085, MO,Hickory,9561,21644,206939
29087, MO,Holt,4911,38706,190086
29089, MO,Howard,10172,30900,314319
29091, MO,Howell,39917,26649,1063742
29093, MO,Iron,10715,25987,278454
29095, MO,Jackson,670763,36570,24529716
29097, MO,Jasper,116448,30417,3541966
29099, MO,Jefferson,217764,33182,7225893
29101, MO,Johnson,52351,27962,1463843
29103, MO,Knox,4111,33082,136002
29105, MO,Laclede,35355,26619,941126
29107, MO,Lafayette,33246,32603,1083924
29109, MO,Lawrence,38652,25664,991969
29111, MO,Lewis,10204,28189,287636
29113, MO,Lincoln,52243,30608,1599051
29115, MO,Linn,12775,32188,411203
29117, MO,Livingston,15110,29998,453268
29119, MO,McDonald,23076,22057,508992
29121, MO,Macon,15509,33271,515994
29123, MO,Madison,12313,28218,347450
29125, MO,Maries,9122,27206,248169
29127, MO,Marion,28720,32687,938776
29129, MO,Mercer,3776,27294,103062
29131, MO,Miller,24840,25187,625637
29133, MO,Mississippi,14146,27114,383549
29135, MO,Moniteau,15545,28916,449503
29137, MO,Monroe,9014,32531,293238
29139, MO,Montgomery,12179,27998,340985
29141, MO,Morgan,20566,31199,641632
29143, MO,New Madrid,18896,29114,550147
29145, MO,Newton,57946,30646,1775816
29147, MO,Nodaway,23242,28056,652079
29149, MO,Oregon,10724,22235,238453
29151, MO,Osage,13886,33438,464315
29153, MO,Ozark,9673,22794,220488
29155, MO,Pemiscot,18378,29916,549805
29157, MO,Perry,19050,29348,559087
29159, MO,Pettis,41907,30702,1286615
29161, MO,Phelps,44540,28676,1277225
29163, MO,Pike,18544,26550,492349
29165, MO,Platte,88219,45681,4029897
29167, MO,Polk,31085,25169,782372
29169, MO,Pulaski,50630,39317,1990632
29171, MO,Putnam,4988,27147,135411
29173, MO,Ralls,10109,33763,341313
29175, MO,Randolph,25364,29506,748397
29177, MO,Ray,23541,31353,738083
29179, MO,Reynolds,6667,24284,161903
29181, MO,Ripley,14033,26315,369282
29183, MO,St. Charles,356902,39912,14244816
29185, MO,St. Clair,9708,25856,251011
29186, MO,Ste. Genevieve,18156,31606,573832
29187, MO,St. Francois,64864,26950,1748116
29189, MO,St. Louis,998618,51349,51277752
29195, MO,Saline,23221,33184,770575
29197, MO,Schuyler,4414,25645,113198
29199, MO,Scotland,4842,31496,152502
29201, MO,Scott,39185,32378,1268732
29203, MO,Shannon,8446,20716,174970
29205, MO,Shelby,6369,34323,218604
29207, MO,Stoddard,29821,32080,956671
29209, MO,Stone,32214,27671,891405
29211, MO,Sullivan,6689,32321,216194
29213, MO,Taney,50794,28843,1465072
29215, MO,Texas,25790,22782,587541
29217, MO,Vernon,21071,28537,601308
29219, MO,Warren,32320,31209,1008667
29221, MO,Washington,25111,23231,583352
29223, MO,Wayne,13486,24558,331185
29225, MO,Webster,35997,26067,938336
29227, MO,Worth,2199,30639,67376
29229, MO,Wright,18633,22806,424937
29510, MO,St. Louis (Independent City),318842,35054,11176712
30001, MT,Beaverhead,9200,30504,280640
30003, MT,Big Horn,12747,24224,308788
30005, MT,Blaine,6445,25571,164803
30007, MT,Broadwater,5496,31296,172002
30009, MT,Carbon,10033,32996,331053
30011, MT,Carter,1180,27690,32674
30013, MT,Cascade,80680,36662,2957888
30015, MT,Chouteau,5793,27570,159713
30017, MT,Custer,11646,31810,370455
30019, MT,Daniels,1732,37529,65000
30021, MT,Dawson,9008,32032,288542
30023, MT,Deer Lodge,9260,29018,268703
30025, MT,Fallon,2882,40875,117803
30027, MT,Fergus,11571,31852,368554
30029, MT,Flathead,90910,32812,2982953
30031, MT,Gallatin,89187,35378,3155273
30033, MT,Garfield,1240,24241,30059
30035, MT,Glacier,13266,28898,383362
30037, MT,Golden Valley,897,33177,29760
30039, MT,Granite,3057,29816,91149
30041, MT,Hill,15981,33880,541431
30043, MT,Jefferson,11364,35299,401141
30045, MT,Judith Basin,2076,29144,60503
30047, MT,Lake,28668,26626,763325
30049, MT,Lewis and Clark,62671,40464,2535897
30051, MT,Liberty,2283,28818,65792
30053, MT,Lincoln,19657,26339,517753
30055, MT,McCone,1705,27524,46929
30057, MT,Madison,7674,35795,274688
30059, MT,Meagher,1897,31315,59405
30061, MT,Mineral,4200,28264,118707
30063, MT,Missoula,108717,35531,3862841
30065, MT,Musselshell,4478,30777,137820
30067, MT,Park,15738,33047,520086
30069, MT,Petroleum,488,32455,15838
30071, MT,Phillips,4242,30435,129104
30073, MT,Pondera,6109,34564,211153
30075, MT,Powder River,1738,23071,40098
30077, MT,Powell,7093,24269,172139
30079, MT,Prairie,1139,29853,34003
30081, MT,Ravalli,39956,30930,1235820
30083, MT,Richland,9679,39300,380382
30085, MT,Roosevelt,10334,27527,284465
30087, MT,Rosebud,9174,31875,292418
30089, MT,Sanders,11471,25292,290119
30091, MT,Sheridan,3387,46774,158424
30093, MT,Silver Bow,34008,40841,1388915
30095, MT,Stillwater,9077,34276,311120
30097, MT,Sweet Grass,3731,31163,116268
30099, MT,Teton,6050,36546,221102
30101, MT,Toole,5245,33007,173124
30103, MT,Treasure,720,43451,31285
30105, MT,Valley,7349,31742,233271
30107, MT,Wheatland,2158,22293,48109
30109, MT,Wibaux,1030,30526,31442
30111, MT,Yellowstone,146465,37584,5504672
31001, NE,Adams,31280,35740,1117933
31003, NE,Antelope,6739,35741,240857
31005, NE,Arthur,442,27441,12129
31007, NE,Banner,686,33959,23296
31009, NE,Blaine,477,34333,16377
31011, NE,Boone,5514,37202,205132
31013, NE,Box Butte,11347,33955,385293
31015, NE,Boyd,2075,33115,68714
31017, NE,Brown,3115,30806,95962
31019, NE,Buffalo,45970,39311,1807110
31021, NE,Burt,6885,36283,249808
31023, NE,Butler,8387,36135,303066
31025, NE,Cass,25122,39064,981374
31027, NE,Cedar,8854,33891,300071
31029, NE,Chase,3921,31641,124066
31031, NE,Cherry,5683,31924,181422
31033, NE,Cheyenne,10032,39115,392403
31035, NE,Clay,6512,36068,234872
31037, NE,Colfax,10380,31860,330708
31039, NE,Cuming,9132,40539,370206
31041, NE,Custer,10999,34214,376325
31043, NE,Dakota,20924,28478,595876
31045, NE,Dawes,9218,26230,241784
31047, NE,Dawson,24212,28702,694932
31049, NE,Deuel,1941,32477,63038
31051, NE,Dixon,6013,31532,189604
31053, NE,Dodge,36604,35113,1285269
31055, NE,Douglas,511902,46114,23605641
31057, NE,Dundy,1997,47278,94415
31059, NE,Fillmore,5898,44487,262386
31061, NE,Franklin,3186,36534,116397
31063, NE,Frontier,2772,36504,101190
31065, NE,Furnas,4934,38133,188148
31067, NE,Gage,22364,39116,874799
31069, NE,Garden,2010,37933,76245
31071, NE,Garfield,2029,30699,62288
31073, NE,Gosper,2020,42731,86316
31075, NE,Grant,619,30241,18719
31077, NE,Greeley,2502,29541,73912
31079, NE,Hall,57955,33653,1950354
31081, NE,Hamilton,9113,40826,372051
31083, NE,Harlan,3406,38660,131676
31085, NE,Hayes,987,44237,43662
31087, NE,Hitchcock,2906,32396,94143
31089, NE,Holt,10406,35928,373867
31091, NE,Hooker,733,30011,21998
31093, NE,Howard,6288,33313,209469
31095, NE,Jefferson,7602,35919,273055
31097, NE,Johnson,5199,30984,161087
31099, NE,Kearney,6476,46443,300765
31101, NE,Keith,8320,33766,280937
31103, NE,Keya Paha,820,28394,23283
31105, NE,Kimball,3799,35664,135486
31107, NE,Knox,8700,32671,284237
31109, NE,Lancaster,283097,37594,10642868
31111, NE,Lincoln,36280,35242,1278566
31113, NE,Logan,738,33054,24394
31115, NE,Loup,629,24954,15696
31117, NE,McPherson,537,24704,13266
31119, NE,Madison,34609,35382,1224541
31121, NE,Merrick,7813,34344,268328
31123, NE,Morrill,5019,35044,175887
31125, NE,Nance,3729,34269,127788
31127, NE,Nemaha,7178,40170,288338
31129, NE,Nuckolls,4495,34701,155981
31131, NE,Otoe,15608,38718,604305
31133, NE,Pawnee,2752,34314,94433
31135, NE,Perkins,2937,40527,119028
31137, NE,Phelps,9148,39314,359644
31139, NE,Pierce,7260,34211,248369
31141, NE,Platte,32017,35283,1129660
31143, NE,Polk,5409,41594,224980
31145, NE,Red Willow,11018,36255,399458
31147, NE,Richardson,8383,36022,301971
31149, NE,Rock,1550,30992,48037
31151, NE,Saline,14166,32584,461588
31153, NE,Sarpy,156147,39471,6163237
31155, NE,Saunders,20515,37188,762917
31157, NE,Scotts Bluff,36677,33303,1221456
31159, NE,Seward,16536,37554,621000
31161, NE,Sheridan,5498,34866,191696
31163, NE,Sherman,3129,32803,102640
31165, NE,Sioux,1324,28949,38328
31167, NE,Stanton,6157,33144,204069
31169, NE,Thayer,5210,39993,208363
31171, NE,Thomas,655,40344,26425
31173, NE,Thurston,6866,35472,243552
31175, NE,Valley,4228,33661,142319
31177, NE,Washington,20124,42103,847287
31179, NE,Wayne,9552,31803,303781
31181, NE,Webster,3788,34681,131372
31183, NE,Wheeler,809,40199,32521
31185, NE,York,13689,40306,551752
32001, NV,Churchill,25067,31406,787242
32003, NV,Clark,1939407,35075,68024335
32005, NV,Douglas,46965,50267,2360811
32007, NV,Elko,48445,37680,1825416
32009, NV,Esmeralda,806,33867,27297
32011, NV,Eureka,1926,33262,64063
32013, NV,Humboldt,16290,38441,626197
32015, NV,Lander,5660,43276,244940
32017, NV,Lincoln,5246,24760,129890
32019, NV,Lyon,51819,28887,1496905
32021, NV,Mineral,4769,35097,167377
32023, NV,Nye,44446,31895,1417604
32027, NV,Pershing,6731,22072,148569
32029, NV,Storey,4065,35712,145169
32031, NV,Washoe,417722,41449,17314190
32033, NV,White Pine,9900,36053,356921
32510, NV,Carson City (Independent City),55401,40844,2262782
33001, NH,Belknap,60171,43121,2594618
33003, NH,Carroll,47763,42045,2008185
33005, NH,Cheshire,77302,39660,3065803
33007, NH,Coos,33224,33946,1127832
33009, NH,Grafton,88926,43610,3878100
33011, NH,Hillsborough,400148,47641,19063564
33013, NH,Merrimack,146723,51140,7503462
33015, NH,Rockingham,295083,49723,14672559
33017, NH,Strafford,123034,37474,4610568
33019, NH,Sullivan,43728,38340,1676538
34001, NJ,Atlantic,274049,38348,10509133
34003, NJ,Bergen,900319,65097,58608503
34005, NJ,Burlington,447391,47569,21281768
34007, NJ,Camden,513668,41164,21144537
34009, NJ,Cape May,97238,43392,4219354
34011, NJ,Cumberland,156531,32378,5068208
34013, NJ,Essex,781943,51448,40229501
34015, NJ,Gloucester,287362,41561,11943006
34017, NJ,Hudson,628572,42981,27016381
34019, NJ,Hunterdon,128364,71528,9181673
34021, NJ,Mercer,365388,52774,19282934
34023, NJ,Middlesex,805204,46018,37053726
34025, NJ,Monmouth,628669,57666,36253084
34027, NJ,Morris,490779,71361,35022625
34029, NJ,Ocean,573123,39766,22791004
34031, NJ,Passaic,498641,39603,19747464
34033, NJ,Salem,66183,39445,2610608
34035, NJ,Somerset,321564,69579,22374151
34037, NJ,Sussex,149487,46651,6973788
34039, NJ,Union,532434,50134,26693234
34041, NJ,Warren,108693,43622,4741397
35001, NM,Bernalillo,655279,35314,23140550
35003, NM,Catron,3689,25133,92716
35005, NM,Chaves,65110,28016,1824118
35006, NM*,Cibola,27097,22832,618673
35007, NM,Colfax,13731,30354,416796
35009, NM,Curry,46555,33537,1561307
35011, NM,De Baca,2002,26806,53666
35013, NM,Do̱a Ana,205401,28575,5869423
35015, NM,Eddy,53578,38004,2036203
35017, NM,Grant,29865,29414,878463
35019, NM,Guadalupe,4637,23000,106651
35021, NM,Harding,700,28947,20263
35023, NM,Hidalgo,5019,25876,129870
35025, NM,Lea,64483,31617,2038746
35027, NM,Lincoln,20521,30629,628537
35028, NM,Los Alamos,17742,60158,1067330
35029, NM,Luna,25119,24712,620752
35031, NM,McKinley,70567,23654,1669217
35033, NM,Mora,4859,35110,170599
35035, NM,Otero,62462,29338,1832533
35037, NM,Quay,8920,29521,263323
35039, NM,Rio Arriba,40023,29027,1161743
35041, NM,Roosevelt,19192,26707,512557
35043, NM,Sandoval,128985,33737,4351506
35045, NM,San Juan,129359,30004,3881306
35047, NM,San Miguel,29336,27684,812137
35049, NM,Santa Fe,143205,42765,6124176
35051, NM,Sierra,11940,28667,342288
35053, NM,Socorro,17927,26144,468681
35055, NM,Taos,32792,28503,934671
35057, NM,Torrance,16414,23806,390759
35059, NM,Union,4523,25664,116079
35061, NM*,Valencia,75770,27813,2107379
36001, NY,Albany,304733,44532,13570334
36003, NY,Allegany,48969,27709,1356875
36005, NY,Bronx,1376261,28574,39325783
36007, NY,Broome,200935,34594,6951112
36009, NY,Cattaraugus,80491,31862,2564583
36011, NY,Cayuga,80172,31196,2501044
36013, NY,Chautauqua,135197,30073,4065795
36015, NY,Chemung,88849,33720,2995951
36017, NY,Chenango,50639,29925,1515390
36019, NY,Clinton,82280,33949,2793319
36021, NY,Columbia,63023,40475,2550852
36023, NY,Cortland,49358,30623,1511502
36025, NY,Delaware,48182,29522,1422413
36027, NY,Dutchess,296887,41224,12238834
36029, NY,Erie,919334,38106,35031938
36031, NY,Essex,39478,33600,1326453
36033, NY,Franklin,51706,30462,1575048
36035, NY,Fulton,55558,32659,1814492
36037, NY,Genesee,59932,33690,2019107
36039, NY,Greene,49372,32945,1626559
36041, NY,Hamilton,4858,39962,194133
36043, NY,Herkimer,64381,31610,2035107
36045, NY,Jefferson,115023,39507,4544271
36047, NY,Kings,2487751,34202,85084843
36049, NY,Lewis,27047,34038,920632
36051, NY,Livingston,65420,31196,2040867
36053, NY,Madison,73169,32778,2398345
